Short Lead,Extender Lead,Off Lead,Total,Day,Park,Sunrise,Darkness,Session,Time,Type
0,0,0,0,19,2,7.35,-0.416666667,Morning,6:56,DogCounts
0,0,0,0,19,2,7.35,-0.383333333,Morning,6:58,DogCounts
0,0,1,1,19,2,7.35,-0.35,Morning,7:00,DogCounts
0,0,1,1,19,2,7.35,-0.316666667,Morning,7:02,DogCounts
0,0,1,1,19,2,7.35,-0.283333333,Morning,7:04,DogCounts
0,0,0,0,19,2,7.35,-0.283333333,Morning,7:04,DogCounts
0,0,1,1,19,2,7.35,-0.25,Morning,7:06,DogCounts
0,0,1,1,19,2,7.35,-0.216666667,Morning,7:08,DogCounts
1,0,0,1,19,2,7.35,-0.183333333,Morning,7:10,DogCounts
0,0,0,0,19,3,7.35,0.016666667,Morning,7:22,DogCounts
0,0,0,0,19,3,7.35,0.05,Morning,7:24,DogCounts
0,0,0,0,19,3,7.35,0.083333333,Morning,7:26,DogCounts
0,0,0,0,19,3,7.35,0.116666667,Morning,7:28,DogCounts
0,1,0,1,19,3,7.35,0.15,Morning,7:30,DogCounts
0,0,0,0,19,3,7.35,0.183333333,Morning,7:32,DogCounts
0,0,0,0,19,3,7.35,0.216666667,Morning,7:34,DogCounts
0,1,2,3,19,3,7.35,0.25,Morning,7:36,DogCounts
0,1,2,3,19,3,7.35,0.283333333,Morning,7:38,DogCounts
0,1,3,4,19,3,7.35,0.316666667,Morning,7:40,DogCounts
0,2,0,2,19,3,7.35,0.35,Morning,7:42,DogCounts
1,2,0,3,19,3,7.35,0.383333333,Morning,7:44,DogCounts
1,2,0,3,19,3,7.35,0.416666667,Morning,7:46,DogCounts
0,2,0,2,19,3,7.35,0.45,Morning,7:48,DogCounts
1,0,0,1,19,3,7.35,0.483333333,Morning,7:50,DogCounts
0,0,0,0,19,3,7.35,0.516666667,Morning,7:52,DogCounts
0,0,0,0,19,3,7.35,0.55,Morning,7:54,DogCounts
0,0,0,0,19,3,7.35,0.583333333,Morning,7:56,DogCounts
1,0,0,1,19,3,7.35,0.616666667,Morning,7:58,DogCounts
1,0,0,1,19,3,7.35,0.65,Morning,8:00,DogCounts
0,0,0,0,19,1,7.35,1.083333333,Morning,8:26,DogCounts
0,0,2,2,19,1,7.35,1.116666667,Morning,8:28,DogCounts
0,0,2,2,19,1,7.35,1.15,Morning,8:30,DogCounts
0,0,2,2,19,1,7.35,1.183333333,Morning,8:32,DogCounts
1,0,1,2,19,1,7.35,1.216666667,Morning,8:34,DogCounts
0,0,0,0,19,1,7.35,1.25,Morning,8:36,DogCounts
0,0,2,2,19,1,7.35,1.283333333,Morning,8:38,DogCounts
0,0,2,2,19,1,7.35,1.316666667,Morning,8:40,DogCounts
0,0,2,2,19,1,7.35,1.35,Morning,8:42,DogCounts
0,0,0,0,19,1,7.35,1.383333333,Morning,8:44,DogCounts
1,0,0,1,19,1,7.35,1.416666667,Morning,8:46,DogCounts
0,0,2,2,19,1,7.35,1.45,Morning,8:48,DogCounts
1,0,2,3,19,1,7.35,1.483333333,Morning,8:50,DogCounts
1,0,1,2,19,1,7.35,1.516666667,Morning,8:52,DogCounts
1,0,1,2,19,1,7.35,1.55,Morning,8:54,DogCounts
0,0,1,1,19,1,7.35,1.583333333,Morning,8:56,DogCounts
0,1,0,1,22,2,16.38333333,0.700000003,Evening,17:05,DogCounts
3,1,5,9,22,2,16.38333333,0.733333337,Evening,17:07,DogCounts
2,0,5,7,22,2,16.38333333,0.76666667,Evening,17:09,DogCounts
2,0,5,7,22,2,16.38333333,0.800000003,Evening,17:11,DogCounts
2,0,6,8,22,2,16.38333333,0.833333337,Evening,17:13,DogCounts
0,0,1,1,22,2,16.38333333,0.86666667,Evening,17:15,DogCounts
0,0,0,0,22,2,16.38333333,0.900000003,Evening,17:17,DogCounts
0,0,1,1,22,2,16.38333333,0.933333337,Evening,17:19,DogCounts
0,0,0,0,22,2,16.38333333,0.96666667,Evening,17:21,DogCounts
0,0,0,0,22,2,16.38333333,1.000000003,Evening,17:23,DogCounts
0,0,1,1,22,2,16.38333333,1.033333337,Evening,17:25,DogCounts
0,0,0,0,22,2,16.38333333,1.06666667,Evening,17:27,DogCounts
0,0,0,0,22,2,16.38333333,1.100000003,Evening,17:29,DogCounts
0,0,0,0,22,2,16.38333333,1.133333337,Evening,17:31,DogCounts
0,0,1,1,22,2,16.38333333,1.16666667,Evening,17:33,DogCounts
0,0,1,1,22,2,16.38333333,1.200000003,Evening,17:35,DogCounts
0,0,1,1,22,2,16.38333333,1.233333337,Evening,17:37,DogCounts
0,0,2,2,22,2,16.38333333,1.26666667,Evening,17:39,DogCounts
0,0,0,0,22,2,16.38333333,1.300000003,Evening,17:41,DogCounts
0,0,1,1,22,2,16.38333333,1.333333337,Evening,17:43,DogCounts
0,0,0,0,22,3,16.38333333,1.600000003,Evening,17:59,DogCounts
0,0,0,0,22,3,16.38333333,1.633333337,Evening,18:01,DogCounts
0,0,0,0,22,3,16.38333333,1.66666667,Evening,18:03,DogCounts
0,0,0,0,22,3,16.38333333,1.700000003,Evening,18:05,DogCounts
0,0,0,0,22,3,16.38333333,1.733333337,Evening,18:07,DogCounts
0,0,0,0,22,3,16.38333333,1.76666667,Evening,18:09,DogCounts
0,0,0,0,22,3,16.38333333,1.800000003,Evening,18:11,DogCounts
0,0,0,0,22,3,16.38333333,1.833333337,Evening,18:13,DogCounts
0,0,0,0,22,3,16.38333333,1.86666667,Evening,18:15,DogCounts
0,0,0,0,22,3,16.38333333,1.900000003,Evening,18:17,DogCounts
0,0,1,1,22,3,16.38333333,1.933333337,Evening,18:19,DogCounts
0,0,1,1,22,3,16.38333333,1.96666667,Evening,18:21,DogCounts
0,0,0,0,22,3,16.38333333,2.000000003,Evening,18:23,DogCounts
0,0,0,0,22,3,16.38333333,2.033333337,Evening,18:25,DogCounts
0,0,0,0,22,3,16.38333333,2.06666667,Evening,18:27,DogCounts
0,0,1,1,22,3,16.38333333,2.100000003,Evening,18:29,DogCounts
0,0,1,1,22,3,16.38333333,2.133333337,Evening,18:31,DogCounts
0,0,0,0,22,3,16.38333333,2.16666667,Evening,18:33,DogCounts
0,0,1,1,22,1,16.38333333,2.683333337,Evening,19:04,DogCounts
0,0,0,0,22,1,16.38333333,2.71666667,Evening,19:06,DogCounts
0,0,0,0,22,1,16.38333333,2.750000003,Evening,19:08,DogCounts
0,0,0,0,22,1,16.38333333,2.783333337,Evening,19:10,DogCounts
0,0,0,0,22,1,16.38333333,2.81666667,Evening,19:12,DogCounts
0,0,0,0,22,1,16.38333333,2.850000003,Evening,19:14,DogCounts
0,0,0,0,22,1,16.38333333,2.883333337,Evening,19:16,DogCounts
0,0,0,0,22,1,16.38333333,2.91666667,Evening,19:18,DogCounts
0,0,0,0,22,1,16.38333333,2.950000003,Evening,19:20,DogCounts
0,0,0,0,22,1,16.38333333,2.983333337,Evening,19:22,DogCounts
0,0,0,0,22,1,16.38333333,3.01666667,Evening,19:24,DogCounts
0,0,0,0,22,1,16.38333333,3.050000003,Evening,19:26,DogCounts
0,0,0,0,22,1,16.38333333,3.083333337,Evening,19:28,DogCounts
0,0,0,0,22,1,16.38333333,3.11666667,Evening,19:30,DogCounts
0,0,0,0,22,1,16.38333333,3.150000003,Evening,19:32,DogCounts
0,1,0,1,23,3,7.466666666,-0.799999999,Morning,6:40,DogCounts
0,0,0,0,23,3,7.466666666,-0.766666666,Morning,6:42,DogCounts
0,0,0,0,23,3,7.466666666,-0.733333333,Morning,6:44,DogCounts
0,0,1,1,23,3,7.466666666,-0.699999999,Morning,6:46,DogCounts
0,0,1,1,23,3,7.466666666,-0.666666666,Morning,6:48,DogCounts
0,0,1,1,23,3,7.466666666,-0.633333333,Morning,6:50,DogCounts
0,0,0,0,23,3,7.466666666,-0.599999999,Morning,6:52,DogCounts
0,0,0,0,23,3,7.466666666,-0.566666666,Morning,6:54,DogCounts
0,0,0,0,23,3,7.466666666,-0.533333333,Morning,6:56,DogCounts
0,0,2,2,23,3,7.466666666,-0.499999999,Morning,6:58,DogCounts
0,0,2,2,23,3,7.466666666,-0.466666666,Morning,7:00,DogCounts
0,0,0,0,23,3,7.466666666,-0.433333333,Morning,7:02,DogCounts
0,0,0,0,23,3,7.466666666,-0.399999999,Morning,7:04,DogCounts
0,0,1,1,23,3,7.466666666,-0.366666666,Morning,7:06,DogCounts
1,0,2,3,23,3,7.466666666,-0.333333333,Morning,7:08,DogCounts
1,0,1,2,23,3,7.466666666,-0.299999999,Morning,7:10,DogCounts
0,1,0,1,23,3,7.466666666,-0.266666666,Morning,7:12,DogCounts
0,2,0,2,23,3,7.466666666,-0.233333333,Morning,7:14,DogCounts
0,0,0,0,23,3,7.466666666,-0.199999999,Morning,7:16,DogCounts
0,0,1,1,23,3,7.466666666,-0.166666666,Morning,7:18,DogCounts
0,0,1,1,23,3,7.466666666,-0.133333333,Morning,7:20,DogCounts
0,0,1,1,23,3,7.466666666,-0.099999999,Morning,7:22,DogCounts
1,0,1,2,23,1,7.466666666,0.300000001,Morning,7:46,DogCounts
0,0,1,1,23,1,7.466666666,0.333333334,Morning,7:48,DogCounts
0,0,1,1,23,1,7.466666666,0.366666667,Morning,7:50,DogCounts
0,0,0,0,23,1,7.466666666,0.400000001,Morning,7:52,DogCounts
0,0,0,0,23,1,7.466666666,0.433333334,Morning,7:54,DogCounts
0,0,0,0,23,1,7.466666666,0.466666667,Morning,7:56,DogCounts
0,0,0,0,23,1,7.466666666,0.500000001,Morning,7:58,DogCounts
0,0,0,0,23,1,7.466666666,0.533333334,Morning,8:00,DogCounts
0,0,0,0,23,1,7.466666666,0.566666667,Morning,8:02,DogCounts
0,0,0,0,23,1,7.466666666,0.600000001,Morning,8:04,DogCounts
0,0,0,0,23,1,7.466666666,0.633333334,Morning,8:06,DogCounts
0,0,0,0,23,1,7.466666666,0.666666667,Morning,8:08,DogCounts
0,0,2,2,23,1,7.466666666,0.700000001,Morning,8:10,DogCounts
0,0,2,2,23,1,7.466666666,0.733333334,Morning,8:12,DogCounts
0,0,2,2,23,1,7.466666666,0.766666667,Morning,8:14,DogCounts
0,0,3,3,23,1,7.466666666,0.800000001,Morning,8:16,DogCounts
0,0,3,3,23,1,7.466666666,0.833333334,Morning,8:18,DogCounts
0,0,3,3,23,1,7.466666666,0.866666667,Morning,8:20,DogCounts
0,1,0,1,23,2,7.466666666,1.100000001,Morning,8:34,DogCounts
1,0,0,1,23,2,7.466666666,1.133333334,Morning,8:36,DogCounts
1,0,0,1,23,2,7.466666666,1.166666667,Morning,8:38,DogCounts
1,0,0,1,23,2,7.466666666,1.200000001,Morning,8:40,DogCounts
1,0,0,1,23,2,7.466666666,1.233333334,Morning,8:42,DogCounts
1,0,3,4,23,2,7.466666666,1.266666667,Morning,8:44,DogCounts
0,0,4,4,23,2,7.466666666,1.300000001,Morning,8:46,DogCounts
1,0,3,4,23,2,7.466666666,1.333333334,Morning,8:48,DogCounts
0,0,0,0,23,2,7.466666666,1.366666667,Morning,8:50,DogCounts
0,0,4,4,23,2,7.466666666,1.400000001,Morning,8:52,DogCounts
0,0,4,4,23,2,7.466666666,1.433333334,Morning,8:54,DogCounts
0,0,3,3,23,2,7.466666666,1.466666667,Morning,8:56,DogCounts
1,0,2,3,23,2,7.466666666,1.500000001,Morning,8:58,DogCounts
0,0,0,0,23,2,7.466666666,1.533333334,Morning,9:00,DogCounts
0,0,0,0,23,2,7.466666666,1.566666667,Morning,9:02,DogCounts
0,0,0,0,23,2,7.466666666,1.600000001,Morning,9:04,DogCounts
0,0,0,0,24,3,16.33333333,0.55,Evening,16:53,DogCounts
0,0,1,1,24,3,16.33333333,0.583333334,Evening,16:55,DogCounts
0,0,0,0,24,3,16.33333333,0.616666667,Evening,16:57,DogCounts
0,0,0,0,24,3,16.33333333,0.65,Evening,16:59,DogCounts
0,0,0,0,24,3,16.33333333,0.683333334,Evening,17:01,DogCounts
1,0,0,1,24,3,16.33333333,0.716666667,Evening,17:03,DogCounts
1,0,0,1,24,3,16.33333333,0.75,Evening,17:05,DogCounts
0,0,0,0,24,3,16.33333333,0.783333334,Evening,17:07,DogCounts
0,0,0,0,24,3,16.33333333,0.816666667,Evening,17:09,DogCounts
0,0,0,0,24,3,16.33333333,0.85,Evening,17:11,DogCounts
0,0,0,0,24,3,16.33333333,0.883333334,Evening,17:13,DogCounts
0,0,0,0,24,3,16.33333333,0.916666667,Evening,17:15,DogCounts
0,0,0,0,24,3,16.33333333,0.95,Evening,17:17,DogCounts
0,0,0,0,24,3,16.33333333,0.983333334,Evening,17:19,DogCounts
0,0,1,1,24,3,16.33333333,1.016666667,Evening,17:21,DogCounts
0,0,1,1,24,3,16.33333333,1.05,Evening,17:23,DogCounts
0,0,0,0,24,3,16.33333333,1.083333334,Evening,17:25,DogCounts
0,0,0,0,24,3,16.33333333,1.116666667,Evening,17:27,DogCounts
0,0,0,0,24,3,16.33333333,1.15,Evening,17:29,DogCounts
0,0,0,0,24,3,16.33333333,1.183333334,Evening,17:31,DogCounts
0,0,0,0,24,3,16.33333333,1.216666667,Evening,17:33,DogCounts
0,0,0,0,24,2,16.33333333,1.45,Evening,17:47,DogCounts
0,0,0,0,24,2,16.33333333,1.483333334,Evening,17:49,DogCounts
0,0,0,0,24,2,16.33333333,1.516666667,Evening,17:51,DogCounts
0,0,0,0,24,2,16.33333333,1.55,Evening,17:53,DogCounts
0,0,0,0,24,2,16.33333333,1.583333334,Evening,17:55,DogCounts
0,0,0,0,24,2,16.33333333,1.616666667,Evening,17:57,DogCounts
0,0,0,0,24,2,16.33333333,1.65,Evening,17:59,DogCounts
0,0,0,0,24,2,16.33333333,1.683333334,Evening,18:01,DogCounts
0,0,0,0,24,2,16.33333333,1.716666667,Evening,18:03,DogCounts
0,0,0,0,24,2,16.33333333,1.75,Evening,18:05,DogCounts
0,0,0,0,24,2,16.33333333,1.783333334,Evening,18:07,DogCounts
0,0,1,1,24,2,16.33333333,1.816666667,Evening,18:09,DogCounts
0,0,1,1,24,2,16.33333333,1.85,Evening,18:11,DogCounts
0,0,1,1,24,2,16.33333333,1.883333334,Evening,18:13,DogCounts
0,0,0,0,24,2,16.33333333,1.916666667,Evening,18:15,DogCounts
0,0,1,1,24,2,16.33333333,1.95,Evening,18:17,DogCounts
0,0,1,1,24,2,16.33333333,1.983333334,Evening,18:19,DogCounts
0,0,1,1,24,1,16.33333333,2.233333334,Evening,18:34,DogCounts
0,0,1,1,24,1,16.33333333,2.266666667,Evening,18:36,DogCounts
0,0,1,1,24,1,16.33333333,2.3,Evening,18:38,DogCounts
0,0,0,0,24,1,16.33333333,2.333333334,Evening,18:40,DogCounts
0,0,0,0,24,1,16.33333333,2.366666667,Evening,18:42,DogCounts
0,0,0,0,24,1,16.33333333,2.4,Evening,18:44,DogCounts
0,0,0,0,24,1,16.33333333,2.433333334,Evening,18:46,DogCounts
0,0,0,0,24,1,16.33333333,2.466666667,Evening,18:48,DogCounts
0,0,1,1,24,1,16.33333333,2.5,Evening,18:50,DogCounts
0,0,1,1,24,1,16.33333333,2.533333334,Evening,18:52,DogCounts
0,1,0,1,24,1,16.33333333,2.566666667,Evening,18:54,DogCounts
0,1,1,2,24,1,16.33333333,2.6,Evening,18:56,DogCounts
0,1,2,3,24,1,16.33333333,2.633333334,Evening,18:58,DogCounts
0,1,2,3,24,1,16.33333333,2.666666667,Evening,19:00,DogCounts
0,0,0,0,24,1,16.33333333,2.7,Evening,19:02,DogCounts
0,0,0,0,24,1,16.33333333,2.733333334,Evening,19:04,DogCounts
0,0,0,0,24,1,16.33333333,2.766666667,Evening,19:06,DogCounts
0,0,0,0,25,1,7.516666666,-0.766666666,Morning,6:45,DogCounts
0,0,0,0,25,1,7.516666666,-0.733333333,Morning,6:47,DogCounts
0,0,0,0,25,1,7.516666666,-0.699999999,Morning,6:49,DogCounts
0,0,0,0,25,1,7.516666666,-0.666666666,Morning,6:51,DogCounts
1,0,0,1,25,1,7.516666666,-0.633333333,Morning,6:53,DogCounts
1,0,2,3,25,1,7.516666666,-0.599999999,Morning,6:55,DogCounts
1,0,2,3,25,1,7.516666666,-0.566666666,Morning,6:57,DogCounts
0,0,2,2,25,1,7.516666666,-0.533333333,Morning,6:59,DogCounts
0,0,1,2,25,1,7.516666666,-0.499999999,Morning,7:01,DogCounts
0,0,0,0,25,1,7.516666666,-0.466666666,Morning,7:03,DogCounts
0,0,0,0,25,1,7.516666666,-0.433333333,Morning,7:05,DogCounts
0,1,0,1,25,1,7.516666666,-0.399999999,Morning,7:07,DogCounts
0,1,1,2,25,1,7.516666666,-0.366666666,Morning,7:09,DogCounts
0,0,1,1,25,1,7.516666666,-0.333333333,Morning,7:11,DogCounts
0,0,0,0,25,1,7.516666666,-0.299999999,Morning,7:13,DogCounts
0,0,0,0,25,1,7.516666666,-0.266666666,Morning,7:15,DogCounts
0,0,1,1,25,1,7.516666666,-0.233333333,Morning,7:17,DogCounts
0,0,0,0,25,1,7.516666666,-0.199999999,Morning,7:19,DogCounts
0,0,0,0,25,1,7.516666666,-0.166666666,Morning,7:21,DogCounts
0,0,0,0,25,1,7.516666666,-0.133333333,Morning,7:23,DogCounts
3,0,0,3,25,3,7.516666666,0.250000001,Morning,7:46,DogCounts
1,0,0,1,25,3,7.516666666,0.283333334,Morning,7:48,DogCounts
1,0,0,1,25,3,7.516666666,0.316666667,Morning,7:50,DogCounts
2,0,0,2,25,3,7.516666666,0.350000001,Morning,7:52,DogCounts
0,0,0,0,25,3,7.516666666,0.383333334,Morning,7:54,DogCounts
0,0,0,0,25,3,7.516666666,0.416666667,Morning,7:56,DogCounts
0,0,0,0,25,3,7.516666666,0.450000001,Morning,7:58,DogCounts
0,0,0,0,25,3,7.516666666,0.483333334,Morning,8:00,DogCounts
0,0,0,0,25,3,7.516666666,0.516666667,Morning,8:02,DogCounts
0,0,1,1,25,3,7.516666666,0.550000001,Morning,8:04,DogCounts
0,0,1,1,25,3,7.516666666,0.583333334,Morning,8:06,DogCounts
0,0,0,0,25,3,7.516666666,0.616666667,Morning,8:08,DogCounts
0,0,1,1,25,3,7.516666666,0.650000001,Morning,8:10,DogCounts
0,0,1,1,25,3,7.516666666,0.683333334,Morning,8:12,DogCounts
0,0,1,1,25,3,7.516666666,0.716666667,Morning,8:14,DogCounts
1,0,1,2,25,3,7.516666666,0.750000001,Morning,8:16,DogCounts
0,1,1,2,25,3,7.516666666,0.783333334,Morning,8:18,DogCounts
0,1,0,1,25,3,7.516666666,0.816666667,Morning,8:20,DogCounts
0,1,0,1,25,3,7.516666666,0.850000001,Morning,8:22,DogCounts
0,1,0,1,25,3,7.516666666,0.883333334,Morning,8:24,DogCounts
0,1,0,1,25,3,7.516666666,0.916666667,Morning,8:26,DogCounts
1,1,0,2,25,3,7.516666666,0.950000001,Morning,8:28,DogCounts
1,1,0,2,25,3,7.516666666,0.983333334,Morning,8:30,DogCounts
0,0,2,2,25,2,7.516666666,1.216666667,Morning,8:44,DogCounts
0,0,2,2,25,2,7.516666666,1.250000001,Morning,8:46,DogCounts
0,0,3,3,25,2,7.516666666,1.283333334,Morning,8:48,DogCounts
0,0,2,2,25,2,7.516666666,1.316666667,Morning,8:50,DogCounts
0,0,2,2,25,2,7.516666666,1.350000001,Morning,8:52,DogCounts
0,0,2,2,25,2,7.516666666,1.383333334,Morning,8:54,DogCounts
0,0,1,1,25,2,7.516666666,1.416666667,Morning,8:56,DogCounts
0,0,2,2,25,2,7.516666666,1.450000001,Morning,8:58,DogCounts
1,0,2,3,25,2,7.516666666,1.483333334,Morning,9:00,DogCounts
0,0,1,1,25,2,7.516666666,1.516666667,Morning,9:02,DogCounts
0,0,0,0,25,2,7.516666666,1.550000001,Morning,9:04,DogCounts
1,0,0,1,25,2,7.516666666,1.583333334,Morning,9:06,DogCounts
1,0,0,1,25,2,7.516666666,1.616666667,Morning,9:08,DogCounts
0,0,0,0,25,2,7.516666666,1.650000001,Morning,9:10,DogCounts
0,0,0,0,25,2,7.516666666,1.683333334,Morning,9:12,DogCounts
0,0,0,0,25,2,7.516666666,1.716666667,Morning,9:14,DogCounts
0,0,0,0,25,2,7.516666666,1.750000001,Morning,9:16,DogCounts
4,0,1,5,25,2,7.516666666,1.783333334,Morning,9:18,DogCounts
4,0,1,5,25,2,7.516666666,1.816666667,Morning,9:20,DogCounts
0,0,0,0,26,1,7.55,-0.833333333,Morning,6:43,DogCounts
0,0,0,0,26,1,7.55,-0.8,Morning,6:45,DogCounts
0,0,0,0,26,1,7.55,-0.766666667,Morning,6:47,DogCounts
0,0,0,0,26,1,7.55,-0.733333333,Morning,6:49,DogCounts
1,0,0,1,26,1,7.55,-0.7,Morning,6:51,DogCounts
1,0,1,2,26,1,7.55,-0.666666667,Morning,6:53,DogCounts
1,0,1,2,26,1,7.55,-0.633333333,Morning,6:55,DogCounts
0,0,0,0,26,1,7.55,-0.6,Morning,6:57,DogCounts
0,0,0,0,26,1,7.55,-0.566666667,Morning,6:59,DogCounts
0,0,0,0,26,1,7.55,-0.533333333,Morning,7:01,DogCounts
0,0,1,1,26,1,7.55,-0.5,Morning,7:03,DogCounts
0,0,1,1,26,1,7.55,-0.466666667,Morning,7:05,DogCounts
0,0,0,0,26,1,7.55,-0.433333333,Morning,7:07,DogCounts
0,0,0,0,26,1,7.55,-0.4,Morning,7:09,DogCounts
0,0,0,0,26,1,7.55,-0.366666667,Morning,7:11,DogCounts
0,0,1,1,26,1,7.55,-0.333333333,Morning,7:13,DogCounts
1,0,1,2,26,1,7.55,-0.3,Morning,7:15,DogCounts
0,0,0,0,26,1,7.55,-0.266666667,Morning,7:17,DogCounts
0,0,0,0,26,2,7.55,0.016666667,Morning,7:34,DogCounts
0,0,0,0,26,2,7.55,0.05,Morning,7:36,DogCounts
0,0,0,0,26,2,7.55,0.083333333,Morning,7:38,DogCounts
0,0,0,0,26,2,7.55,0.116666667,Morning,7:40,DogCounts
0,0,0,0,26,2,7.55,0.15,Morning,7:42,DogCounts
0,0,0,0,26,2,7.55,0.183333333,Morning,7:44,DogCounts
0,0,0,0,26,2,7.55,0.216666667,Morning,7:46,DogCounts
0,0,0,0,26,2,7.55,0.25,Morning,7:48,DogCounts
0,0,0,0,26,2,7.55,0.283333333,Morning,7:50,DogCounts
0,0,0,0,26,2,7.55,0.316666667,Morning,7:52,DogCounts
0,0,0,0,26,2,7.55,0.35,Morning,7:54,DogCounts
0,0,0,0,26,2,7.55,0.383333333,Morning,7:56,DogCounts
0,0,0,0,26,2,7.55,0.416666667,Morning,7:58,DogCounts
0,0,0,0,26,2,7.55,0.45,Morning,8:00,DogCounts
0,0,0,0,26,2,7.55,0.483333333,Morning,8:02,DogCounts
0,0,0,0,26,2,7.55,0.516666667,Morning,8:04,DogCounts
0,0,0,0,26,2,7.55,0.55,Morning,8:06,DogCounts
1,0,1,2,26,3,7.55,0.85,Morning,8:24,DogCounts
1,0,1,2,26,3,7.55,0.883333333,Morning,8:26,DogCounts
0,1,2,2,26,3,7.55,0.916666667,Morning,8:28,DogCounts
0,1,1,2,26,3,7.55,0.95,Morning,8:30,DogCounts
0,1,0,1,26,3,7.55,0.983333333,Morning,8:32,DogCounts
0,0,0,0,26,3,7.55,1.016666667,Morning,8:34,DogCounts
0,0,0,0,26,3,7.55,1.05,Morning,8:36,DogCounts
0,1,0,1,26,3,7.55,1.083333333,Morning,8:38,DogCounts
0,1,0,1,26,3,7.55,1.116666667,Morning,8:40,DogCounts
0,0,0,0,26,3,7.55,1.15,Morning,8:42,DogCounts
0,0,0,0,26,3,7.55,1.183333333,Morning,8:44,DogCounts
0,0,0,0,26,3,7.55,1.216666667,Morning,8:46,DogCounts
0,0,0,0,26,3,7.55,1.25,Morning,8:48,DogCounts
1,0,0,1,26,3,7.55,1.283333333,Morning,8:50,DogCounts
1,0,0,1,26,3,7.55,1.316666667,Morning,8:52,DogCounts
1,1,0,2,26,3,7.55,1.35,Morning,8:54,DogCounts
0,1,1,2,26,3,7.55,1.383333333,Morning,8:56,DogCounts
0,1,1,2,26,3,7.55,1.416666667,Morning,8:58,DogCounts
0,1,2,3,26,3,7.55,1.45,Morning,9:00,DogCounts
1,0,1,2,26,3,7.55,1.483333333,Morning,9:02,DogCounts
0,2,1,3,29,3,7.633333,-1.066666333,Morning,6:34,DogCounts
0,2,1,3,29,3,7.633333,-1.033333,Morning,6:36,DogCounts
0,2,1,3,29,3,7.633333,-0.999999667,Morning,6:38,DogCounts
0,0,0,0,29,3,7.633333,-0.966666333,Morning,6:40,DogCounts
0,0,0,0,29,3,7.633333,-0.933333,Morning,6:42,DogCounts
0,0,0,0,29,3,7.633333,-0.899999667,Morning,6:44,DogCounts
0,0,0,0,29,3,7.633333,-0.866666333,Morning,6:46,DogCounts
0,0,0,0,29,3,7.633333,-0.833333,Morning,6:48,DogCounts
0,0,0,0,29,3,7.633333,-0.799999667,Morning,6:50,DogCounts
0,0,0,0,29,3,7.633333,-0.766666333,Morning,6:52,DogCounts
0,0,0,0,29,3,7.633333,-0.733333,Morning,6:54,DogCounts
0,0,0,0,29,3,7.633333,-0.699999667,Morning,6:56,DogCounts
0,0,0,0,29,3,7.633333,-0.666666333,Morning,6:58,DogCounts
0,0,0,0,29,3,7.633333,-0.633333,Morning,7:00,DogCounts
0,0,0,0,29,3,7.633333,-0.599999667,Morning,7:02,DogCounts
0,1,0,1,29,3,7.633333,-0.566666333,Morning,7:04,DogCounts
0,1,0,1,29,3,7.633333,-0.533333,Morning,7:06,DogCounts
0,0,0,0,29,3,7.633333,-0.499999667,Morning,7:08,DogCounts
1,0,1,2,29,3,7.633333,-0.466666333,Morning,7:10,DogCounts
1,2,1,4,29,3,7.633333,-0.433333,Morning,7:12,DogCounts
2,0,1,3,29,2,7.633333,-0.166666333,Morning,7:28,DogCounts
1,0,0,1,29,2,7.633333,-0.133333,Morning,7:30,DogCounts
0,0,2,2,29,2,7.633333,-0.099999667,Morning,7:32,DogCounts
0,0,1,1,29,2,7.633333,-0.066666333,Morning,7:34,DogCounts
0,0,0,0,29,2,7.633333,-0.033333,Morning,7:36,DogCounts
1,0,0,1,29,2,7.633333,3.33E-07,Morning,7:38,DogCounts
0,0,0,0,29,2,7.633333,0.033333667,Morning,7:40,DogCounts
0,0,2,2,29,2,7.633333,0.066667,Morning,7:42,DogCounts
0,0,2,2,29,2,7.633333,0.100000333,Morning,7:44,DogCounts
0,0,1,1,29,2,7.633333,0.133333667,Morning,7:46,DogCounts
0,0,1,1,29,2,7.633333,0.166667,Morning,7:48,DogCounts
0,0,1,1,29,2,7.633333,0.200000333,Morning,7:50,DogCounts
0,0,2,2,29,2,7.633333,0.233333667,Morning,7:52,DogCounts
0,0,2,2,29,2,7.633333,0.266667,Morning,7:54,DogCounts
1,0,1,2,29,2,7.633333,0.300000333,Morning,7:56,DogCounts
0,0,1,1,29,2,7.633333,0.333333667,Morning,7:58,DogCounts
0,0,1,1,29,2,7.633333,0.366667,Morning,8:00,DogCounts
0,0,0,0,29,2,7.633333,0.400000333,Morning,8:02,DogCounts
0,0,0,0,29,1,7.633333,0.650000333,Morning,8:17,DogCounts
0,0,0,0,29,1,7.633333,0.683333667,Morning,8:19,DogCounts
0,0,0,0,29,1,7.633333,0.716667,Morning,8:21,DogCounts
0,0,0,0,29,1,7.633333,0.750000333,Morning,8:23,DogCounts
0,0,0,0,29,1,7.633333,0.783333667,Morning,8:25,DogCounts
0,0,1,1,29,1,7.633333,0.816667,Morning,8:27,DogCounts
0,0,1,1,29,1,7.633333,0.850000333,Morning,8:29,DogCounts
0,1,1,2,29,1,7.633333,0.883333667,Morning,8:31,DogCounts
0,1,0,1,29,1,7.633333,0.916667,Morning,8:33,DogCounts
0,1,0,1,29,1,7.633333,0.950000333,Morning,8:35,DogCounts
